Feature_name_mandatory	Aliases_multiples_separated_by_	Feature_type	Primary_CGDID	Secondary_CGDID_if_any	Date_Created	Sequence_Coordinate_Version_Date_if_any	Blank	Blank1	Date_of_gene_name_reservation_if_any	Has_the_reserved_gene_name_become_the_standard_name_YN	Name_of_S_cerevisiae_orthologs_multiples_separated_by_
CAGL0C03575g	CAGL-IPF954|CAGL-CDS1202.1|CAG58238.1	ORF|Uncharacterized	CAL0127608		2010-10-20	2010-10-20	NA	NA	NA	N	AGA1
CAGL0C03597g	CAGL-IPF950|CAGL-CDS1618.1|CAG58239.1	ORF|Uncharacterized	CAL0127648		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C03608g	CAGL-IPF947|CAGL-CDS1301.1|CAG58240.1	ORF|Uncharacterized	CAL0127654		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C03630g	CAGL-IPF945|CAGL-CDS2792.1|CAG58241.1	ORF|Uncharacterized	CAL0127174		2010-10-20	2010-10-20	NA	NA	NA	N	MVD1
CAGL0C03652g	CAGL-IPF943|CAGL-CDS3046.1|CAG58242.1	ORF|Uncharacterized	CAL0127308		2010-10-20	2010-10-20	NA	NA	NA	N	COQ2
CAGL0C03674g	CAGL-IPF942|CAGL-CDS3705.1|CAG58243.1	ORF|Uncharacterized	CAL0127508		2010-10-20	2010-10-20	NA	NA	NA	N	YNR040W
CAGL0C03696g	CAGL-IPF940|CAGL-CDS0731.1|CAG58244.1	ORF|Uncharacterized	CAL0127276		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C03718r	tRNA-Asp (GTC)|tD(GTC)2	tRNA|Uncharacterized	CAL0127214		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C03740g	CAGL-IPF938|CAGL-CDS2369.1|CAG58245.1	ORF|Uncharacterized	CAL0127408		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C03762g	CAGL-IPF936|CAGL-CDS4151.1|CAG58246.1	ORF|Uncharacterized	CAL0127266		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C03784g	CAGL-IPF935|CAGL-CDS5601.1|CAG58247.1	ORF|Uncharacterized	CAL0127536		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C03806r	tRNA-Arg (TCT)|tR(TCT)1	tRNA|Uncharacterized	CAL0127270		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C03828g	CAGL-IPF11838|CAG58248.1	ORF|Uncharacterized	CAL0127392		2010-10-20	2010-10-20	NA	NA	NA	N	EST3
CAGL0C03850g	CAGL-IPF932|CAGL-CDS4375.1|CAG58249.1	ORF|Uncharacterized	CAL0127624		2010-10-20	2010-10-20	NA	NA	NA	N	DOT5
CAGL0C03872g	CAGL-IPF930|CAGL-CDS3965.1|CAG58250.1	ORF|Verified	CAL0127436		2010-10-20	2010-10-20	NA	NA	NA	N	TIR3
CAGL0C03894g	CAGL-IPF928|CAGL-CDS1366.1|CAG58251.1	ORF|Uncharacterized	CAL0127478		2010-10-20	2010-10-20	NA	NA	NA	N	MNT3
CAGL0C03916g	CAGL-IPF926|CAGL-CDS1359.1|CAG58252.1	ORF|Uncharacterized	CAL0127222		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C03938g	CAGL-IPF925|CAGL-CDS1324.1|CAG58253.1	ORF|Uncharacterized	CAL0127372		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C03960g	CAGL-IPF922|CAGL-CDS1387.1|CAG58254.1	ORF|Uncharacterized	CAL0127416		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C03982g	CAGL-IPF920|CAGL-CDS1356.1|CAG58255.1	ORF|Uncharacterized	CAL0127434		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04004g	CAGL-IPF919|CAGL-CDS1340.1|CAG58256.1	ORF|Uncharacterized	CAL0127244		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04026g	CAGL-IPF918|CAGL-CDS1327.1|CAG58257.1	ORF|Uncharacterized	CAL0127280		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04048g	CAGL-IPF915|CAGL-CDS1405.1|CAG58258.1	ORF|Uncharacterized	CAL0127600		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04070r	tRNA-Thr (AGT)|tT(AGT)2	tRNA|Uncharacterized	CAL0127370		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04092g	CAGL-IPF913|CAGL-CDS4285.1|CAG58259.1	ORF|Verified	CAL0127496		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04114g	CAGL-IPF912|CAGL-CDS4978.1|CAG58260.1	ORF|Uncharacterized	CAL0127444		2010-10-20	2010-10-20	NA	NA	NA	N	HHT1
CAGL0C04136g	CAGL-IPF911|CAGL-CDS5523.1|CAG58261.1	ORF|Uncharacterized	CAL0127348		2010-10-20	2010-10-20	NA	NA	NA	N	HHF1
CAGL0C04169g	CAGL-IPF909|CAGL-CDS1121.1|CAG58263.1	ORF|Uncharacterized	CAL0127470		2010-10-20	2010-10-20	NA	NA	NA	N	DSF2
CAGL0C04191g	CAGL-IPF908|CAGL-CDS2117.1|CAG58264.1	ORF|Uncharacterized	CAL0127322		2010-10-20	2010-10-20	NA	NA	NA	N	UGA2
CAGL0C04213g	CAGL-IPF907|CAGL-CDS4156.1|CAG58265.1	ORF|Uncharacterized	CAL0127498		2010-10-20	2010-10-20	NA	NA	NA	N	RCR1
CAGL0C04235g	CAGL-IPF906|CAGL-CDS2535.1|CAG58266.1	ORF|Uncharacterized	CAL0127622		2010-10-20	2010-10-20	NA	NA	NA	N	GPI18
CAGL0C04257g	CAGL-IPF904|CAGL-CDS2247.1|CAG58267.1	ORF|Uncharacterized	CAL0127464		2010-10-20	2010-10-20	NA	NA	NA	N	COQ1
CAGL0C04279g	CAGL-IPF903|CAGL-CDS3806.1|CAG58268.1	ORF|Uncharacterized	CAL0127462		2010-10-20	2010-10-20	NA	NA	NA	N	RER2
CAGL0C04301g	CAGL-IPF901|CAGL-CDS4488.1|CAG58269.1	ORF|Uncharacterized	CAL0127274		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04323g	CAGL-IPF897|CAGL-CDS0938.1|CAG58270.1	ORF|Uncharacterized	CAL0127228		2010-10-20	2010-10-20	NA	NA	NA	N	NTH2
CAGL0C04345s		centromere	CAL0137787		2010-10-21	2010-10-21	NA	NA	NA	N	
CAGL0C04367g	CAGL-IPF896|CAGL-CDS5432.1|CAG58271.1	ORF|Uncharacterized	CAL0127314		2010-10-20	2010-10-20	NA	NA	NA	N	ECM15
CAGL0C04389g	CAGL-IPF895|CAGL-CDS5063.1|CAG58272.1	ORF|Uncharacterized	CAL0127264		2010-10-20	2010-10-20	NA	NA	NA	N	HTB2
CAGL0C04411g	CAGL-IPF893|CAGL-CDS5035.1|CAG58273.1	ORF|Uncharacterized	CAL0127584		2010-10-20	2010-10-20	NA	NA	NA	N	HTA2
CAGL0C04433g	CAGL-IPF892|CAGL-CDS1598.1|CAG58274.1	ORF|Uncharacterized	CAL0127580		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04455g	CAGL-IPF888|CAGL-CDS4794.1|CAG58275.1	ORF|Uncharacterized	CAL0127374		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04477g	CAGL-IPF887|CAGL-CDS3007.1|CAG58276.1	ORF|Uncharacterized	CAL0127500		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04499g	CAGL-IPF884|CAGL-CDS3788.1|CAG58277.1	ORF|Uncharacterized	CAL0127492		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04521r	tRNA-Ser (AGA)	tRNA|Uncharacterized	CAL0127326		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04543g	CAGL-IPF881|CAGL-CDS3709.1|CAG58278.1	ORF|Uncharacterized	CAL0127260		2010-10-20	2010-10-20	NA	NA	NA	N	YJR096W
CAGL0C04565g	CAGL-IPF880|CAGL-CDS4640.1|CAG58279.1	ORF|Uncharacterized	CAL0127468		2010-10-20	2010-10-20	NA	NA	NA	N	JJJ3
CAGL0C04587g	CAGL-IPF879|CAGL-CDS1067.1|CAG58280.1	ORF|Uncharacterized	CAL0127532		2010-10-20	2010-10-20	NA	NA	NA	N	YJR098C
CAGL0C04609g	CAGL-IPF878|CAGL-CDS4043.1|CAG58281.1	ORF|Uncharacterized	CAL0127636		2010-10-20	2010-10-20	NA	NA	NA	N	YUH1
CAGL0C04631g	CAGL-IPF877|CAGL-CDS3313.1|CAG58282.1	ORF|Uncharacterized	CAL0127620		2010-10-20	2010-10-20	NA	NA	NA	N	AIM25
CAGL0C04653r	tRNA-Leu (TAG)|tL(TAG)1	tRNA|Uncharacterized	CAL0127350		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04697g	CAGL-IPF872|CAGL-CDS3832.1|CAG58283.1	ORF|Uncharacterized	CAL0127180		2010-10-20	2010-10-20	NA	NA	NA	N	RSM26
CAGL0C04719g	CAGL-IPF9629|CAGL-CDS4493.1|CAG58284.1	ORF|Uncharacterized	CAL0127388		2010-10-20	2010-10-20	NA	NA	NA	N	VPS25
CAGL0C04741g	CAGL-IPF9630|CAGL-CDS4796.1|CAG58285.1	ORF|Verified	CAL0127282		2010-10-20	2010-10-20	NA	NA	NA	N	SOD1
CAGL0C04763g	CAGL-IPF9635|CAGL-CDS3468.1|CAG58286.1	ORF|Uncharacterized	CAL0127288		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04785g	CAGL-IPF4131|CAGL-CDS3747.1|CAG58287.1	ORF|Uncharacterized	CAL0127540		2010-10-20	2010-10-20	NA	NA	NA	N	YJR115W
CAGL0C04807g	CAGL-IPF4127|CAGL-CDS3800.1|CAG58288.1	ORF|Uncharacterized	CAL0127616		2010-10-20	2010-10-20	NA	NA	NA	N	RSM7
CAGL0C04829g	CAGL-IPF4126|CAGL-CDS5299.1|CAG58289.1	ORF|Uncharacterized	CAL0127368		2010-10-20	2010-10-20	NA	NA	NA	N	YJR112W-A
CAGL0C04851g	CAGL-IPF4125|CAGL-CDS4249.1|CAG58290.1	ORF|Uncharacterized	CAL0127516		2010-10-20	2010-10-20	NA	NA	NA	N	NNF1
CAGL0C04873g	CAGL-IPF4124|CAGL-CDS3677.1|CAG58291.1	ORF|Uncharacterized	CAL0127258		2010-10-20	2015-04-13	NA	NA	NA	N	PXP2
CAGL0C04895g	CAGL-IPF4123|CAGL-CDS1128.1|CAG58292.1	ORF|Uncharacterized	CAL0127190		2010-10-20	2010-10-20	NA	NA	NA	N	YMR1
CAGL0C04917g	CAGL-IPF4119|CAGL-CDS0303.1|CAG58293.1	ORF|Uncharacterized	CAL0127438		2010-10-20	2010-10-20	NA	NA	NA	N	CPA2
CAGL0C04933g	CAGL-IPF11792|CAR58008.1	ORF|Uncharacterized	CAL0127166		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C04939g	CAGL-IPF4117|CAGL-CDS2983.1|CAG58294.1	ORF|Uncharacterized	CAL0127490		2010-10-20	2010-10-20	NA	NA	NA	N	LIH1
CAGL0C04961g	CAGL-IPF4116|CAGL-CDS1147.1|CAG58295.1	ORF|Uncharacterized	CAL0127606		2010-10-20	2010-10-20	NA	NA	NA	N	ECM27
CAGL0C04983g	CAGL-IPF4114|CAGL-CDS3261.1|CAG58296.1	ORF|Uncharacterized	CAL0127176		2010-10-20	2010-10-20	NA	NA	NA	N	ADO1
CAGL0C05005g	CAGL-IPF4113|CAGL-CDS0346.1|CAG58297.1	ORF|Uncharacterized	CAL0127414		2010-10-20	2010-10-20	NA	NA	NA	N	CDC15
CAGL0C05027g	CAGL-IPF4109|CAGL-CDS0949.1|CAG58298.1	ORF|Uncharacterized	CAL0127548		2010-10-20	2010-10-20	NA	NA	NA	N	YAT1
CAGL0C05049g	CAGL-IPF4108|CAGL-CDS0254.1|CAG58299.1	ORF|Uncharacterized	CAL0127572		2010-10-20	2010-10-20	NA	NA	NA	N	SWH1
CAGL0C05071g	CAGL-IPF4106|CAGL-CDS1744.1|CAG58300.1	ORF|Uncharacterized	CAL0127614		2010-10-20	2010-10-20	NA	NA	NA	N	THI20
CAGL0C05093g	CAGL-IPF4105|CAGL-CDS1081.1|CAG58301.1	ORF|Uncharacterized	CAL0127474		2010-10-20	2010-10-20	NA	NA	NA	N	YOL057W
CAGL0C05115g	CAGL-IPF4103|CAGL-CDS2634.1|CAG58302.1	ORF|Uncharacterized	CAL0127578		2010-10-20	2010-10-20	NA	NA	NA	N	ARG1
CAGL0C05137g	CAGL-IPF4102|CAGL-CDS2622.1|CAG58303.1	ORF|Verified	CAL0127442		2010-10-20	2010-10-20	NA	NA	NA	N	GPD2
CAGL0C05159g	CAGL-IPF4099|CAGL-CDS1330.1|CAG58304.1	ORF|Uncharacterized	CAL0127240		2010-10-20	2010-10-20	NA	NA	NA	N	MAM3
CAGL0C05181g	CAGL-IPF4096|CAGL-CDS2185.1|CAG58305.1	ORF|Uncharacterized	CAL0127250		2010-10-20	2010-10-20	NA	NA	NA	N	PRS5
CAGL0C05203g	CAGL-IPF4094|CAGL-CDS2226.1|CAG58306.1	ORF|Uncharacterized	CAL0127172		2010-10-20	2010-10-20	NA	NA	NA	N	APM4
CAGL0C05225g	CAGL-IPF4092|CAGL-CDS0636.1|CAG58307.1	ORF|Uncharacterized	CAL0127284		2010-10-20	2010-10-20	NA	NA	NA	N	CRT10
CAGL0C05247g	CAGL-IPF4091|CAGL-CDS3102.1|CAG58308.1	ORF|Uncharacterized	CAL0127514		2010-10-20	2010-10-20	NA	NA	NA	N	MET22
CAGL0C05269g	CAGL-IPF4090|CAGL-CDS2921.1|CAG58309.1	ORF|Uncharacterized	CAL0127330		2010-10-20	2010-10-20	NA	NA	NA	N	INP54
CAGL0C05291g	CAGL-IPF4089|CAGL-CDS1588.1|CAG58310.1	ORF|Uncharacterized	CAL0127642		2010-10-20	2010-10-20	NA	NA	NA	N	RIB2
CAGL0C05313g	CAGL-IPF4087|CAGL-CDS0713.1|CAG58311.1	ORF|Uncharacterized	CAL0127202		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C05335g	CAGL-IPF4086|CAGL-CDS4451.1|CAG58312.1	ORF|Uncharacterized	CAL0127494		2010-10-20	2010-10-20	NA	NA	NA	N	RTG1
CAGL0C05357g	CAGL-IPF4084|CAGL-CDS2017.1|CAG58313.1	ORF|Verified	CAL0127390		2010-10-20	2010-10-20	NA	NA	NA	N	HST1
CAGL0C05379g	CAGL-IPF4083|CAGL-CDS1431.1|CAG58314.1	ORF|Verified	CAL0127488		2010-10-20	2010-10-20	NA	NA	NA	N	SSB1
CAGL0C05401g	CAGL-IPF4080|CAG58315.1	ORF|Uncharacterized	CAL0127646		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C05423g	CAGL-IPF4079|CAGL-CDS3269.1|CAG58316.1	ORF|Uncharacterized	CAL0127346		2010-10-20	2010-10-20	NA	NA	NA	N	PTP1
CAGL0C05445g	CAGL-IPF4076|CAGL-CDS0305.1|CAG58317.1	ORF|Uncharacterized	CAL0127218		2010-10-20	2010-10-20	NA	NA	NA	N	BRE4
CAGL0C05461g	CAGL-IPF40152|CAR58009.1	ORF|Uncharacterized	CAL0127482		2010-10-20	2010-10-20	NA	NA	NA	N	OST4
CAGL0C05467g	CAGL-IPF4071|CAGL-CDS2999.1|CAG58318.2	ORF|Uncharacterized	CAL0127402		2010-10-20	2010-10-20	NA	NA	NA	N	MFG1
CAGL0C05489g	CAGL-IPF4068|CAGL-CDS0952.1|CAG58319.1	ORF|Uncharacterized	CAL0127226		2010-10-20	2010-10-20	NA	NA	NA	N	GYP7
CAGL0C05511g	CAGL-IPF4066|CAGL-CDS3525.1|CAG58320.1	ORF|Uncharacterized	CAL0127630		2010-10-20	2010-10-20	NA	NA	NA	N	PHO13
CAGL0C05533g	CAGL-IPF4064|CAGL-CDS2689.1|CAG58321.1	ORF|Uncharacterized	CAL0127236		2010-10-20	2015-04-13	NA	NA	NA	N	AIM6
CAGL0C05555g	CAGL-IPF4063|CAGL-CDS2176.1|CAG58322.1	ORF|Uncharacterized	CAL0127312		2010-10-20	2010-10-20	NA	NA	NA	N	GUD1
CAGL0C05577g	CAGL-IPF4062|CAGL-CDS1409.1|CAG58323.1	ORF|Uncharacterized	CAL0127554		2010-10-20	2010-10-20	NA	NA	NA	N	ADY3
CAGL0C05599g	CAGL-IPF4061|CAGL-CDS0396.1|CAG58324.1	ORF|Uncharacterized	CAL0127560		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0C05621g	Novel_proteincoding5	ORF|Uncharacterized	CAL0000211132		2015-04-13	2015-04-13	NA	NA	NA	N	
CAGL0C05643g	CAGL-IPF4055|CAGL-CDS2908.1|CAGL-IPF4054|CAGL-CDS3881.1|CAGL0C05665g	ORF|Verified	CAL0127338		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D00105g	CAGL0D00110g.2	ORF|Uncharacterized	CAL0000208769		2015-04-13	2015-04-13	NA	NA	NA	N	
CAGL0D00110g	CAGL-IPF16506|CAGL-IPF16505|CAGL0D00121g|CAGL-IPF2539|CAGL0D00132g	pseudogene	CAL0128347		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D00116g	CAGL0D00110g.1	ORF|Uncharacterized	CAL0000207647		2015-04-13	2015-04-13	NA	NA	NA	N	
CAGL0D00154g	CAGL-IPF2540|CAGL-CDS3683.1|CAG58331.1	ORF|Uncharacterized	CAL0128279		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D00176g	CAGL-IPF2549|CAGL-CDS2317.1|CAG58332.1	ORF|Uncharacterized	CAL0128043		2010-10-20	2010-10-20	NA	NA	NA	N	GDH3
CAGL0D00198g	CAGL-IPF2551|CAGL-CDS2873.1|CAG58333.1	ORF|Uncharacterized	CAL0128291		2010-10-20	2010-10-20	NA	NA	NA	N	BDH1
CAGL0D00220g	CAGL-IPF2552|CAGL-CDS4532.1|CAG58334.1	ORF|Uncharacterized	CAL0128389		2010-10-20	2010-10-20	NA	NA	NA	N	ECM1
CAGL0D00242g	CAGL-IPF2554|CAGL-CDS2880.1|CAG58335.1	ORF|Uncharacterized	CAL0128113		2010-10-20	2010-10-20	NA	NA	NA	N	CNE1
CAGL0D00264g	CAGL-IPF2555|CAGL-CDS2745.1|CAG58336.1	ORF|Uncharacterized	CAL0128215		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D00286g	CAGL-IPF2559|CAGL-CDS0985.1|CAG58337.1	ORF|Uncharacterized	CAL0128063		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D00308r	tL(TAA)1	tRNA|Uncharacterized	CAL0128165		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D00330g	CAGL-IPF2560|CAGL-CDS2621.1|CAG58338.1	ORF|Uncharacterized	CAL0128395		2010-10-20	2010-10-20	NA	NA	NA	N	HYM1
CAGL0D00352g	CAGL-IPF2561|CAGL-CDS0664.1|CAG58339.1	ORF|Uncharacterized	CAL0128185		2010-10-20	2010-10-20	NA	NA	NA	N	PXA2
CAGL0D00374g	CAGL-IPF2562|CAGL-CDS5513.1|CAG58340.1	ORF|Uncharacterized	CAL0128121		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D00396g	CAGL-IPF15523|CAG58341.1	ORF|Uncharacterized	CAL0128321		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D00418g	CAGL-IPF2567|CAGL-CDS0967.1|CAG58342.1	ORF|Uncharacterized	CAL0128477		2010-10-20	2010-10-20	NA	NA	NA	N	FAT3
CAGL0D00440g	CAGL-IPF2574|CAGL-CDS4566.1|CAG58343.1	ORF|Uncharacterized	CAL0128469		2010-10-20	2010-10-20	NA	NA	NA	N	MTR2
CAGL0D00462g	CAGL-IPF2578|CAGL-CDS1050.1|CAG58344.1	ORF|Uncharacterized	CAL0127951		2010-10-20	2010-10-20	NA	NA	NA	N	ASH1
CAGL0D00484g	CAGL-IPF2579|CAGL-CDS2295.1|CAG58345.1	ORF|Uncharacterized	CAL0128001		2010-10-20	2010-10-20	NA	NA	NA	N	SPE1
CAGL0D00506g	CAGL-IPF2581|CAGL-CDS3342.1|CAG58346.1	ORF|Uncharacterized	CAL0127999		2010-10-20	2010-10-20	NA	NA	NA	N	LOT5
CAGL0D00528g	CAGL-IPF2584|CAGL-CDS0034.1|CAG58347.1	ORF|Uncharacterized	CAL0127977		2010-10-20	2010-10-20	NA	NA	NA	N	FAS1
CAGL0D00550g	CAGL-IPF2585|CAGL-CDS2571.1|CAG58348.1	ORF|Uncharacterized	CAL0128461		2010-10-20	2010-10-20	NA	NA	NA	N	PRS1
CAGL0D00572g	CAGL-IPF2586|CAGL-CDS0390.1|CAG58349.1	ORF|Uncharacterized	CAL0128383		2010-10-20	2010-10-20	NA	NA	NA	N	VAM6
CAGL0D00594g	CAGL-IPF2587|CAGL-CDS3256.1|CAG58350.1	ORF|Uncharacterized	CAL0128223		2010-10-20	2010-10-20	NA	NA	NA	N	RXT3
CAGL0D00616g	CAGL-IPF40002|CAG58351.1	ORF|Uncharacterized	CAL0128133		2010-10-20	2010-10-20	NA	NA	NA	N	RPL31A
CAGL0D00627r	Novel_noncoding_45	ncRNA|Uncharacterized	CAL0000212441		2015-04-13	2015-04-13	NA	NA	NA	N	
CAGL0D00638g	CAGL-IPF2590|CAGL-CDS1117.1|CAG58352.1	ORF|Uncharacterized	CAL0128055		2010-10-20	2010-10-20	NA	NA	NA	N	BRE1
CAGL0D00660g	CAGL-IPF2592|CAGL-CDS0307.1|CAG58353.1	ORF|Uncharacterized	CAL0128047		2010-10-20	2010-10-20	NA	NA	NA	N	AHK1
CAGL0D00682g	CAGL-IPF2594|CAGL-CDS1809.1|CAG58354.1	ORF|Uncharacterized	CAL0128489		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D00704g	CAGL-IPF2598|CAGL-CDS4512.1|CAG58355.1	ORF|Uncharacterized	CAL0128267		2010-10-20	2010-10-20	NA	NA	NA	N	YET3
CAGL0D00726g	CAGL-IPF2599|CAGL-CDS4384.1|CAG58356.1	ORF|Uncharacterized	CAL0128115		2010-10-20	2010-10-20	NA	NA	NA	N	CBS1
CAGL0D00748g	CAG58357.1	ORF|Uncharacterized	CAL0128513		2010-10-20	2010-10-20	NA	NA	NA	N	COX9
CAGL0D00770g	CAGL-IPF2604|CAGL-CDS2616.1|CAG58358.1	ORF|Uncharacterized	CAL0128173		2010-10-20	2010-10-20	NA	NA	NA	N	IDP1
CAGL0D00792g	CAGL-IPF2605|CAGL-CDS3361.1|CAG58359.1	ORF|Uncharacterized	CAL0128319		2010-10-20	2010-10-20	NA	NA	NA	N	PEX19
CAGL0D00814g	CAGL-IPF2606|CAGL-CDS4757.1|CAG58360.1	ORF|Uncharacterized	CAL0128029		2010-10-20	2010-10-20	NA	NA	NA	N	UBC9
CAGL0D00836g	CAGL-IPF2609|CAGL-CDS1407.1|CAG58361.1	ORF|Uncharacterized	CAL0128303		2010-10-20	2010-10-20	NA	NA	NA	N	SYO1
CAGL0D00858g	CAGL-IPF15496|CAG58362.1	ORF|Uncharacterized	CAL0128283		2010-10-20	2010-10-20	NA	NA	NA	N	RPS29B
CAGL0D00869g	Novel_proteincoding9	ORF|Uncharacterized	CAL0000207603		2015-04-13	2015-04-13	NA	NA	NA	N	
CAGL0D00880g	CAGL-IPF2613|CAGL-CDS0795.1|CAG58363.1	ORF|Uncharacterized	CAL0128097		2010-10-20	2010-10-20	NA	NA	NA	N	TSR1
CAGL0D00902g	CAGL-IPF2614|CAGL-CDS4328.1|CAG58364.1	ORF|Uncharacterized	CAL0128311		2010-10-20	2010-10-20	NA	NA	NA	N	RAD59
CAGL0D00924g	CAGL-IPF2619|CAGL-CDS0036.1|CAG58365.1	ORF|Uncharacterized	CAL0128209		2010-10-20	2010-10-20	NA	NA	NA	N	USO1
CAGL0D00946g	CAGL-IPF2620|CAGL-CDS2660.1|CAG58366.1	ORF|Uncharacterized	CAL0128139		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D00990g	CAGL-IPF2623|CAGL-CDS3535.1|CAG58368.1	ORF|Uncharacterized	CAL0127969		2010-10-20	2010-10-20	NA	NA	NA	N	YDL057W
CAGL0D01012g	CAGL-IPF2625|CAGL-CDS0805.1|CAG58369.1	ORF|Uncharacterized	CAL0128471		2010-10-20	2010-10-20	NA	NA	NA	N	MBP1
CAGL0D01034g	CAGL-IPF2627|CAGL-CDS3064.1|CAG58370.1|PSA1	ORF|Verified	CAL0128031		2010-10-20	2010-10-20	NA	NA	NA	N	PSA1
CAGL0D01056g	CAGL-IPF2629|CAGL-CDS2126.1|CAG58371.1	ORF|Uncharacterized	CAL0128363		2010-10-20	2010-10-20	NA	NA	NA	N	MCH1
CAGL0D01078g	CAGL-IPF2630|CAGL-CDS0593.1|CAG58372.1	ORF|Uncharacterized	CAL0128245		2010-10-20	2010-10-20	NA	NA	NA	N	SFB2
CAGL0D01100g	CAGL-IPF2633|CAG58373.1	ORF|Uncharacterized	CAL0128171		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D01122g	CAGL-IPF2634|CAGL-CDS2043.1|CAG58374.1	ORF|Uncharacterized	CAL0128137		2010-10-20	2010-10-20	NA	NA	NA	N	ALG11
CAGL0D01144g	CAGL-IPF2636|CAGL-CDS4731.1|CAG58375.1	ORF|Uncharacterized	CAL0128521		2010-10-20	2010-10-20	NA	NA	NA	N	CBP6
CAGL0D01166g	CAGL-IPF2637|CAGL-CDS3589.1|CAG58376.1	ORF|Uncharacterized	CAL0128247		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D01188g	CAGL-IPF2639|CAGL-CDS2328.1|CAG58377.1	ORF|Uncharacterized	CAL0128411		2010-10-20	2010-10-20	NA	NA	NA	N	TEF1
CAGL0D01210g	CAGL-IPF2640|CAGL-CDS4159.1|CAG58378.1	ORF|Uncharacterized	CAL0128391		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D01232g	CAGL-IPF2641|CAGL-CDS3327.1|CAG58379.1	ORF|Uncharacterized	CAL0128495		2010-10-20	2010-10-20	NA	NA	NA	N	MRL1
CAGL0D01254g	CAGL-IPF2642|CAGL-CDS4187.1|CAG58380.1	ORF|Uncharacterized	CAL0128249		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D01265g	CAR58010.1	ORF|Verified	CAL0128003		2010-10-20	2010-10-20	NA	NA	NA	N	
CAGL0D01276g	CAGL-IPF2651|CAGL-CDS2452.1|CAG58381.1	ORF|Uncharacterized	CAL0127989		2010-10-20	2010-10-20	NA	NA	NA	N	OPY2
CAGL0D01298g	CAGL-IPF2655|CAGL-CDS1156.1|CAG58382.1	ORF|Verified	CAL0128375		2010-10-20	2010-10-20	NA	NA	NA	N	TKL1
CAGL0D01320g	CAGL-IPF2656|CAGL-CDS4732.1|CAG58383.1	ORF|Uncharacterized	CAL0128149		2010-10-20	2010-10-20	NA	NA	NA	N	LTP1
CAGL0D01342g	CAGL-IPF2659|CAGL-CDS1778.1|CAG58384.1	ORF|Uncharacterized	CAL0128071		2010-10-20	2010-10-20	NA	NA	NA	N	NOT5
CAGL0D01364g	CAGL-IPF2662|CAGL-CDS0278.1|CAG58385.1	ORF|Uncharacterized	CAL0128231		2010-10-20	2015-04-13	NA	NA	NA	N	
CAGL0D01386g	CAGL-IPF2664|CAGL-CDS1687.1|CAG58386.1	ORF|Uncharacterized	CAL0128307		2010-10-20	2010-10-20	NA	NA	NA	N	MED1
