Feature_name_mandatory	Aliases_multiples_separated_by_	Feature_type	Primary_CGDID	Secondary_CGDID_if_any	Date_Created	Sequence_Coordinate_Version_Date_if_any	Blank	Blank1	Date_of_gene_name_reservation_if_any	Has_the_reserved_gene_name_become_the_standard_name_YN	Name_of_S_cerevisiae_orthologs_multiples_separated_by_
C1_12360C_B		ORF	CAL0000180390		2014-06-24	2016-01-21	NA	NA		N	
C1_12370W_A	CAWG_00204|orf19.5227|C1_12370W_B|C1_12370W|orf19.12692|IPF18759.2|IPF10410.1|Contig4-1973_0002|orf6.2441|orf6.3688|CA1974|CaO19.5227|IPF10410	ORF|Uncharacterized	CAL0000182230		2014-06-24	2016-01-21	NA	NA		N	IRC25
C1_12370W_B		ORF	CAL0000201245		2014-06-24	2016-01-21	NA	NA		N	
C1_12380C_A	CAWG_00203|orf19.5226|C1_12380C_B|C1_12380C|orf19.12691|IPF18578.2|IPF10411.2|Contig4-2921_0012|orf6.3687|CA1973|CaO19.5226|CaO19.12691	ORF|Uncharacterized	CAL0000182691		2014-06-24	2016-01-21	NA	NA		N	WRS1
C1_12380C_B		ORF	CAL0000195717		2014-06-24	2016-01-21	NA	NA		N	
C1_12390C_A	CAWG_00202|orf19.5225.2|C1_12390C_B|C1_12390C|IPF19343.2|IPF10412.2|CA1972	ORF|Verified	CAL0000176884		2014-06-24	2016-01-21	NA	NA		N	RPL27A
C1_12390C_B		ORF	CAL0000189440		2014-06-24	2016-01-21	NA	NA		N	
C1_12400C_A	CAWG_00201|orf19.5225|C1_12400C_B|C1_12400C|IPF10414.1|Contig4-2423_0001|orf6.3686|CaO19.5225	ORF|Uncharacterized	CAL0000184393		2014-06-24	2016-01-21	NA	NA		N	
C1_12400C_B		ORF	CAL0000193924		2014-06-24	2016-01-21	NA	NA		N	
C1_12410C_A	CAWG_00200|orf19.5224|C1_12410C_B|C1_12410C|orf19.12690|IPF17210.3|IPF10418.1|Contig4-2423_0002|orf6.320|orf6.3685|CA1971|CaO19.5224|PKH1	ORF|Verified	CAL0000187991		2014-06-24	2016-01-21	NA	NA		N	PKH2
C1_12410C_B		ORF	CAL0000179728		2014-06-24	2016-01-21	NA	NA		N	
C1_12420C_A	CAWG_00199|orf19.5223|C1_12420C_B|C1_12420C|IPF10862.3|IPF28108.1|Contig4-2423_0005|orf6.3684|CaO19.5223	ORF|Dubious	CAL0000183291		2014-06-24	2016-01-21	NA	NA		N	
C1_12420C_B		ORF	CAL0000191555		2014-06-24	2016-01-21	NA	NA		N	
C1_12430W_A	CAWG_00198|orf19.5221|C1_12430W_B|C1_12430W|orf19.12688|IPF19391.2|IPF10863.2|orf6.3682|orf6.210|orf6.3683|CA1969|CA1970|orf19.5222|IPF18579.3f	ORF|Uncharacterized	CAL0000176804		2014-06-24	2016-01-21	NA	NA		N	AVO1
C1_12430W_B		ORF	CAL0000188806		2014-06-24	2016-01-21	NA	NA		N	
C1_12440W_A	CAWG_00197|orf19.5220|C1_12440W_B|C1_12440W|orf19.12687|IPF21958.1|IPF10864.2|Contig4-2993_0009|orf6.3681|CA1968|CaO19.5220|REX4|CaO19.12687|IPF10864	ORF|Uncharacterized	CAL0000191259		2014-06-24	2016-01-21	NA	NA		N	REX4
C1_12440W_B		ORF	CAL0000179476		2014-06-24	2016-01-21	NA	NA		N	
C1_12450C_A	CAWG_00196|orf19.5219|C1_12450C_B|C1_12450C|orf19.12686|IPF21959.1|IPF10866.2|orf6.3680|CA1967|CaO19.5219|IPF10866	ORF|Verified	CAL0000177461		2014-06-24	2016-01-21	NA	NA	2006-03-03	Y	IRA2
C1_12450C_B		ORF	CAL0000193863		2014-06-24	2016-01-21	NA	NA		N	
C1_12460C_A	orf19.69.2|C1_12460C_B|C1_12460C|IPF27195.1|IPF29971.1|Contig4-1654_0004|orf6.6543	ORF|Dubious	CAL0000175956		2014-06-24	2016-01-21	NA	NA		N	
C1_12460C_B		ORF	CAL0000189263		2014-06-24	2016-01-21	NA	NA		N	
C1_12470W_A	orf19.69|C1_12470W_B|C1_12470W|orf19.7723|IPF27193.1|IPF17131.2|orf6.1692|CA0644|CaO19.69|CaO19.7723|IPF17131	ORF|Uncharacterized	CAL0000198128		2014-06-24	2016-01-21	NA	NA		N	
C1_12470W_B		ORF	CAL0000182403		2014-06-24	2016-01-21	NA	NA		N	
C1_12480W_A	CAWG_00193|orf19.68.2|C1_12480W_B|C1_12480W|IPF27197.1|IPF17130.1	ORF|Uncharacterized	CAL0000185365		2014-06-24	2016-01-21	NA	NA		N	
C1_12480W_B		ORF	CAL0000193425		2014-06-24	2016-01-21	NA	NA		N	
C1_12490W_A	CAWG_00192|orf19.3767|C1_12490W_B|C1_12490W|orf19.11251|IPF23513.1|IPF15204.2|Contig4-3056_0041|orf6.3952|CA2171|CaO19.11251|CaO19.3767|PEP1.3eoc|PEP1.3	ORF|Uncharacterized	CAL0000201763		2014-06-24	2016-01-21	NA	NA		N	PEP1
C1_12490W_B		ORF	CAL0000181779		2014-06-24	2016-01-21	NA	NA		N	
C1_12500C_A	C1_12500C_B|C1_12500C|tW(CCA)1.2	tRNA|Uncharacterized	CAL0000179521		2014-06-24	2016-01-21	NA	NA		N	
C1_12500C_B		tRNA	CAL0000195663		2014-06-24	2016-01-21	NA	NA		N	
C1_12510W_A	orf19.3765|C1_12510W_B|C1_12510W|orf19.11249|IPF23515.1|IPF15377.2|Contig4-2657_0017|orf6.3954|CA2172|CaO19.3765|CaO19.11249|IPF15377	ORF|Verified	CAL0000190497		2014-06-24	2016-01-21	NA	NA		N	RAX2
C1_12510W_B		ORF	CAL0000179507		2014-06-24	2016-01-21	NA	NA		N	
C1_12520W_A	CAWG_00190|orf19.3764|C1_12520W_B|C1_12520W|orf19.11248|IPF23501.1|IPF18527.1|orf6.3955|CA2173|CaO19.11248|CaO19.3764|IPF18527	ORF|Uncharacterized	CAL0000178502		2014-06-24	2016-01-21	NA	NA		N	TRS85
C1_12520W_B		ORF	CAL0000186895		2014-06-24	2016-01-21	NA	NA		N	
C1_12530C_A	orf19.3763|C1_12530C_B|C1_12530C|orf19.11247|IPF23505.1|IPF20096.1|Contig4-2804_0018|orf6.3956|CA2174|CAWG_00189|CaO19.3763|CaO19.11247|IPF20096	ORF|Uncharacterized	CAL0000184126		2014-06-24	2016-01-21	NA	NA		N	
C1_12530C_B		ORF	CAL0000193487		2014-06-24	2016-01-21	NA	NA		N	
C1_12540W_A	CAWG_00188|orf19.3762|C1_12540W_B|C1_12540W|orf19.11246|IPF23511.1|IPF8892.2|Contig4-2804_0015|orf6.3957|CA2175|CaO19.11246|CaO19.3762|IPF8892	ORF|Uncharacterized	CAL0000190411		2014-06-24	2016-01-21	NA	NA		N	
C1_12540W_B		ORF	CAL0000174470		2014-06-24	2016-01-21	NA	NA		N	
C1_12550C_A	CAWG_00187|orf19.3761|C1_12550C_B|C1_12550C|orf19.11245|IPF8893.2|IPF18798.2|Contig4-2804_0013|orf6.2267|orf6.3958|CA2176|CaO19.3761|MCM4	ORF|Uncharacterized	CAL0000176876	CAL0006457	2014-06-24	2016-01-21	NA	NA		N	MCM4
C1_12550C_B		ORF	CAL0000189724		2014-06-24	2016-01-21	NA	NA		N	
C1_12560C_A	CAWG_00186|orf19.3760|C1_12560C_B|C1_12560C|orf19.11244|IPF18526.1|IPF23502.1|IPF23509.1|IPF28648.1|IPF8896.2|IPF8895.2|Contig4-2804_0012|orf6.2266|orf6.3959|CA1007|DLH1.3f	ORF|Verified	CAL0000182507		2014-06-24	2016-01-21	NA	NA		N	DMC1
C1_12560C_B		ORF	CAL0000201219		2014-06-24	2016-01-21	NA	NA		N	
C1_12570C_A	CAWG_00185|orf19.3759|C1_12570C_B|C1_12570C|orf19.11243|IPF23508.1|IPF8898.2|Contig4-2804_0009|orf6.2265|CA1005|CaO19.11243|CaO19.3759|LPG7	ORF|Uncharacterized	CAL0000191392		2014-06-24	2016-01-21	NA	NA		N	ELP4
C1_12570C_B		ORF	CAL0000179330		2014-06-24	2016-01-21	NA	NA		N	
C1_12580W_A	CAWG_00184|orf19.3758|C1_12580W_B|C1_12580W|orf19.11242|IPF23507.1|IPF8901.2|Contig4-2804_0004|Contig4-2804_0006|orf6.2264|CA1004|CaO19.11242|CaO19.3758|IPF8901	ORF|Uncharacterized	CAL0000201411		2014-06-24	2016-01-21	NA	NA		N	TMS1
C1_12580W_B		ORF	CAL0000186605		2014-06-24	2016-01-21	NA	NA		N	
C1_12590W_A	CAWG_00183|orf19.3757|C1_12590W_B|C1_12590W|orf19.11241|IPF23516.1|IPF8902.2|Contig4-2804_0001|orf6.2263|CA1003|CaO19.3757|CaO19.11241	ORF|Verified	CAL0000179249		2014-06-24	2016-01-21	NA	NA		N	ATP20
C1_12590W_B		ORF	CAL0000193276		2014-06-24	2016-01-21	NA	NA		N	
C1_12600C_A	CAWG_00182|orf19.3756|C1_12600C_B|C1_12600C|orf19.11240|IPF23503.1|IPF8903.2|Contig4-2804_0019|orf6.2262|CA1002|CaO19.3756|CaO19.11240|ROK1.3f|ROK1.3	ORF|Uncharacterized	CAL0000178978		2014-06-24	2016-01-21	NA	NA		N	ROK1
C1_12600C_B		ORF	CAL0000194062		2014-06-24	2016-01-21	NA	NA		N	
C1_12610W_A	CAWG_00181|orf19.3755|C1_12610W_B|C1_12610W|orf19.11239|orf19.13720|IPF23510.1|IPF18800.1|IPF20807.1|IPF11656.2|Contig4-2678_0018|orf6.2261|orf6.5792|CA3515|orf19.6363|CaO19.3755|MRPL152|CaO19.11239	ORF|Uncharacterized	CAL0000201122		2014-06-24	2016-01-21	NA	NA		N	MRPL15
C1_12610W_B		ORF	CAL0000174608		2014-06-24	2016-01-21	NA	NA		N	
C1_12620W_A	CAWG_00180|orf19.6362|C1_12620W_B|C1_12620W|orf19.13719|orf6.5791|IPF20811.1|IPF11245.2|Contig4-2678_0013|CA3514|CaO19.13719|CaO19.6362|IPF11245	ORF|Verified	CAL0000187833		2014-06-24	2016-01-21	NA	NA		N	SPA2
C1_12620W_B		ORF	CAL0000187165		2014-06-24	2016-01-21	NA	NA		N	
C1_12630C_A	CAWG_00179|orf19.6360|C1_12630C_B|C1_12630C|orf19.13717|IPF20805.1|IPF11246.2|Contig4-2678_0010|orf6.5789|CA3513|CWC15|CaO19.6360|CaO19.13717|IPF11246	ORF|Uncharacterized	CAL0000187979		2014-06-24	2016-01-21	NA	NA		N	CWC15
C1_12630C_B		ORF	CAL0000191880		2014-06-24	2016-01-21	NA	NA		N	
C1_12640W_A	CAWG_00178|orf19.6359|C1_12640W_B|C1_12640W|orf19.13716|IPF20812.1|IPF11247.2|Contig4-2678_0008|orf6.5788|CA3512|CaO19.13716|SOM1|CaO19.6359|IPF11247	ORF|Uncharacterized	CAL0000187048		2014-06-24	2016-01-21	NA	NA		N	SOM1
C1_12640W_B		ORF	CAL0000199969		2014-06-24	2016-01-21	NA	NA		N	
C1_12650C_A	CAWG_00177|orf19.6358|C1_12650C_B|C1_12650C|orf19.13715|IPF20810.1|IPF11248.2|Contig4-2678_0007|orf6.5787|CA3511|MMS2|CaO19.13715|CaO19.6358	ORF|Verified	CAL0000191589		2014-06-24	2016-01-21	NA	NA		N	MMS2
C1_12650C_B		ORF	CAL0000176048		2014-06-24	2016-01-21	NA	NA		N	
C1_12660W_A	CAWG_00176|orf19.6357|C1_12660W_B|C1_12660W|orf19.13714|IPF20796.1|IPF11251.2|Contig4-2678_0004|Contig4-2678_0005|orf6.5786|CA3510|MAD1	ORF|Uncharacterized	CAL0000199073		2014-06-24	2016-01-21	NA	NA		N	MAD1
C1_12660W_B		ORF	CAL0000182894		2014-06-24	2016-01-21	NA	NA		N	
C1_12670C_A	CAWG_00175|orf19.6356|C1_12670C_B|C1_12670C|orf19.13713|IPF20795.1|IPF19783.1|Contig4-2678_0002|orf6.5785|CA3509|CaO19.6356|PRP6|CaO19.13713	ORF|Uncharacterized	CAL0000180134		2014-06-24	2016-01-21	NA	NA		N	PRP6
C1_12670C_B		ORF	CAL0000193399		2014-06-24	2016-01-21	NA	NA		N	
C1_12680W_A	CAWG_00174|orf19.6355|C1_12680W_B|C1_12680W|orf19.13712|IPF20800.1|IPF11376.2|Contig4-2117_0001|orf6.5784|CA3508|RRB1|CaO19.6355|CaO19.13712|RSA2	ORF|Uncharacterized	CAL0000198380		2014-06-24	2016-01-21	NA	NA		N	RRB1
C1_12680W_B		ORF	CAL0000185359		2014-06-24	2016-01-21	NA	NA		N	
C1_12690C_A	CAWG_00173|orf19.6354|C1_12690C_B|C1_12690C|orf19.13711|IPF20808.1|IPF11375.2|Contig4-2117_0002|orf6.5783|CA3507|CaO19.6354|CaO19.13711|IPF11375	ORF|Uncharacterized	CAL0000191895		2014-06-24	2016-01-21	NA	NA		N	
C1_12690C_B		ORF	CAL0000179746		2014-06-24	2016-01-21	NA	NA		N	
C1_12700W_A	CAWG_00172|orf19.6353|C1_12700W_B|C1_12700W|orf19.13710|IPF20797.1|IPF11374.2|orf6.5782|CA3506|LPF40|CaO19.6353|CaO19.13710|IFA5	ORF|Uncharacterized	CAL0000184188		2014-06-24	2016-01-21	NA	NA		N	
C1_12700W_B		ORF	CAL0000196516		2014-06-24	2016-01-21	NA	NA		N	
C1_12710C_A	CAWG_00171|orf19.6351|C1_12710C_B|C1_12710C|orf19.13708|IPF19114.2|IPF11372.2|Contig4-2669_0002|orf6.5780|orf6.880|CA3505|CaO19.6351|IPF11372	ORF|Uncharacterized	CAL0000178488		2014-06-24	2016-01-21	NA	NA		N	
C1_12710C_B		ORF	CAL0000194544		2014-06-24	2016-01-21	NA	NA		N	
C1_12720C_A	CAWG_00170|orf19.6350|C1_12720C_B|C1_12720C|orf19.13707|IPF15889.1|IPF11369.2|Contig4-2300_0002|orf6.5779|orf6.879|CA3504|CaO19.6350|IPF11369	ORF|Uncharacterized	CAL0000199161		2014-06-24	2016-01-21	NA	NA		N	
C1_12720C_B		ORF	CAL0000185235		2014-06-24	2016-01-21	NA	NA		N	
C1_12730W_A	CAWG_00169|orf19.6349|C1_12730W_B|C1_12730W|orf19.13706|IPF19115.1|IPF15890.2|Contig4-2300_0006|orf6.5778|orf6.877|orf6.878|CA3503|RVS99|CaO19.6349|IPF15890	ORF|Verified	CAL0000191779		2014-06-24	2016-01-21	NA	NA		N	
C1_12730W_B		ORF	CAL0000195859		2014-06-24	2016-01-21	NA	NA		N	
C1_12740W_A	CAWG_00168|orf19.6348|C1_12740W_B|C1_12740W|orf19.13704|IPF14485|IPF19117.2|IPF14485.2|Contig4-2232_0003|Contig4-2232_0005|orf6.5777|orf6.876|CA3502|CaO19.6348	ORF|Uncharacterized	CAL0000178218		2014-06-24	2016-01-21	NA	NA		N	
C1_12740W_B		ORF	CAL0000194238		2014-06-24	2016-01-21	NA	NA		N	
C1_12750C_A	CAWG_00167|orf19.6347|C1_12750C_B|C1_12750C|orf19.13703|IPF20799.1|IPF14486.2|Contig4-2232_0002|orf6.5776|CA3501|CaO19.6347|CDC40|CaO19.13703	ORF|Uncharacterized	CAL0000174348		2014-06-24	2016-01-21	NA	NA		N	CDC40
C1_12750C_B		ORF	CAL0000182018		2014-06-24	2016-01-21	NA	NA		N	
C1_12760W_A	CAWG_00166|orf19.6346|C1_12760W_B|C1_12760W|orf19.13702|IPF20804.1|IPF14487.2|Contig4-2232_0001|orf6.5775|CA3500|CaO19.6346|IPF14487	ORF|Uncharacterized	CAL0000174555	CAL0006819	2014-06-24	2016-01-21	NA	NA		N	BCP1
C1_12760W_B		ORF	CAL0000189935		2014-06-24	2016-01-21	NA	NA		N	
C1_12770W_A	CAWG_00165|orf19.6345|C1_12770W_B|C1_12770W|orf19.13701|IPF20794.1|IPF15252.2|Contig4-2851_0006|orf6.5774|CA3499|RPG1|CaO19.6345	ORF|Verified	CAL0000181001		2014-06-24	2016-01-21	NA	NA		N	RPG1
C1_12770W_B		ORF	CAL0000180360		2014-06-24	2016-01-21	NA	NA		N	
C1_12780W_A	CAWG_00164|orf19.6344|C1_12780W_B|C1_12780W|orf19.13700|IPF20801.1|IPF15253.2|Contig4-2421_0007|orf6.5773|CA3498|CaO19.6344	ORF|Uncharacterized	CAL0000181468		2014-06-24	2016-01-21	NA	NA		N	RBK1
C1_12780W_B		ORF	CAL0000201044		2014-06-24	2016-01-21	NA	NA		N	
C1_12790C_A	CAWG_00163|orf19.6343|C1_12790C_B|C1_12790C|orf19.13699|IPF20802.1|IPF18329.1|orf6.5772|CA3497|CaO19.6343|FEN11	ORF|Verified	CAL0000190970		2014-06-24	2016-01-21	NA	NA		N	ELO2
C1_12790C_B		ORF	CAL0000175403		2014-06-24	2016-01-21	NA	NA		N	
C1_12800W_A	CAWG_00162|orf19.6342|C1_12800W_B|C1_12800W|orf19.13698|IPF20806.1|IPF17064.2|Contig4-1616_0008|orf6.5771|CA3496|CaO19.6342|CaO19.13698|IPF17064	ORF|Uncharacterized	CAL0000191420		2014-06-24	2016-01-21	NA	NA		N	
C1_12800W_B		ORF	CAL0000179279		2014-06-24	2016-01-21	NA	NA		N	
C1_12810W_A	CAWG_00161|orf19.6341|C1_12810W_B|C1_12810W|orf19.13697|IPF20803.1|IPF17066.2|Contig4-1616_0004|orf6.5770|CA3495|CaO19.13697|RIB7|CaO19.6341	ORF|Uncharacterized	CAL0000179348		2014-06-24	2016-01-21	NA	NA		N	RIB7
C1_12810W_B		ORF	CAL0000190579		2014-06-24	2016-01-21	NA	NA		N	
C1_12820C_A	CAWG_00160|orf19.6340|C1_12820C_B|C1_12820C|orf19.13696|IPF20809.1|IPF17067.2|Contig4-1616_0003|orf6.5769|CA3494|RPB5	ORF|Uncharacterized	CAL0000198535		2014-06-24	2016-01-21	NA	NA		N	RPB5
C1_12820C_B		ORF	CAL0000190254		2014-06-24	2016-01-21	NA	NA		N	
C1_12830C_A	CAWG_00159|orf19.4913|C1_12830C_B|C1_12830C|orf19.12379|IPF22322.1|IPF15649.2|orf6.3292|CA1680|CaO19.4913|CaO19.12379|IPF15649	ORF|Uncharacterized	CAL0000198790		2014-06-24	2016-01-21	NA	NA		N	DUF1
C1_12830C_B		ORF	CAL0000186147		2014-06-24	2016-01-21	NA	NA		N	
C1_12840W_A	CAWG_00158|orf19.4914|C1_12840W_B|C1_12840W|orf19.12380|IPF22319.1|IPF12676.2|Contig4-2257_0005|orf6.3293|CA1681|CaO19.12380|CaO19.4914|IPF12676	ORF|Uncharacterized	CAL0000187076		2014-06-24	2016-01-21	NA	NA		N	MHF1
C1_12840W_B		ORF	CAL0000199649		2014-06-24	2016-01-21	NA	NA		N	
C1_12850W_A	orf19.4914.1|C1_12850W_B|C1_12850W	ORF|Uncharacterized	CAL0000190643		2014-06-24	2016-01-21	NA	NA		N	
C1_12850W_B		ORF	CAL0000178662		2014-06-24	2016-01-21	NA	NA		N	
C1_12860C_A	orf19.4916|C1_12860C_B|C1_12860C|orf19.12382|IPF22260.1|IPF19926.1|Contig4-2257_0013|Contig4-2257_0014|Contig4-2257_0016|orf6.3295|CA6216|YFW2|CaO19.12382|CaO19.4916|IPF12669.3f	ORF|Uncharacterized	CAL0000178796		2014-06-24	2016-01-21	NA	NA		N	
C1_12860C_B		ORF	CAL0000194026		2014-06-24	2016-01-21	NA	NA		N	
C1_12870C_A	CAWG_00155|orf19.4917|C1_12870C_B|C1_12870C|orf19.12383|IPF22284.1|IPF12669.2|Contig4-1725_0008|orf6.3296|CA6217|CaO19.4917|CaO19.12383|IPF12669.5f	ORF|Uncharacterized	CAL0000186405		2014-06-24	2016-01-21	NA	NA		N	
C1_12870C_B		ORF	CAL0000194276		2014-06-24	2016-01-21	NA	NA		N	
C1_12880C_A	orf19.4918|C1_12880C_B|C1_12880C|orf19.12384|IPF13890.3|IPF18629.1|Contig4-2364_0002|orf6.3297|orf6.1451|CA1682|TRA98|CaO19.12384|CaO19.4918|Cirt3	ORF|Uncharacterized	CAL0000183805		2014-06-24	2016-01-21	NA	NA		N	
C1_12880C_B		ORF	CAL0000196500		2014-06-24	2016-01-21	NA	NA		N	
C1_12890W_A	CAWG_00153|orf19.4919|C1_12890W_B|C1_12890W|orf19.12385|orf19.12386|IPF19869.2|IPF18628.1|Contig4-1725_0012|orf6.3298|orf6.3299|CA1683|orf19.4920|CaO19.4919|CTN4|CaO19.12385|Cirt5|Cirt	ORF|Dubious	CAL0000189997		2014-06-24	2016-01-21	NA	NA		N	
C1_12890W_B		ORF	CAL0000178129		2014-06-24	2016-01-21	NA	NA		N	
C1_12900W_A	CAWG_00152|orf19.4921|C1_12900W_B|C1_12900W|orf19.12387|IPF13892.3|IPF6070.2|Contig4-1725_0002|Contig4-1725_0005|orf6.3300|CA1684|CaO19.4921|YFW1|CaO19.12387|IPF6070	ORF|Uncharacterized	CAL0000196724		2014-06-24	2016-01-21	NA	NA		N	
C1_12900W_B		ORF	CAL0000178712		2014-06-24	2016-01-21	NA	NA		N	
C1_12910W_A	orf19.4921.1|C1_12910W_B|C1_12910W	ORF|Uncharacterized	CAL0000180683		2014-06-24	2016-01-21	NA	NA		N	
C1_12910W_B		ORF	CAL0000192748		2014-06-24	2016-01-21	NA	NA		N	
C1_12920C_A	CAWG_00151|orf19.4922|C1_12920C_B|C1_12920C|orf19.12388|IPF22281.1|IPF6076.2|Contig4-2999_0018|orf6.5902|CA3594|CaO19.4922|CaO19.12388|IPF6076|IPF6076.3	ORF|Uncharacterized	CAL0000183125		2014-06-24	2016-01-21	NA	NA		N	YIP5
C1_12920C_B		ORF	CAL0000199245		2014-06-24	2016-01-21	NA	NA		N	
C1_12930C_A	CAWG_00150|orf19.4923|C1_12930C_B|C1_12930C|orf19.12389|IPF22248.1|IPF6079.1|Contig4-2999_0016|orf6.5903|CA3595|CaO19.4923|CaO19.12389|IPF6079	ORF|Uncharacterized	CAL0000194465		2014-06-24	2016-01-21	NA	NA		N	
C1_12930C_B		ORF	CAL0000178246		2014-06-24	2016-01-21	NA	NA		N	
C1_12940C_A	CAWG_02233|orf19.4923.1|C1_12940C_B|C1_12940C	ORF|Uncharacterized	CAL0000179610		2014-06-24	2016-01-21	NA	NA		N	
C1_12940C_B		ORF	CAL0000188172		2014-06-24	2016-01-21	NA	NA		N	
C1_12950W_A	CAWG_00149|orf19.4924|C1_12950W_B|C1_12950W|orf19.12390|IPF22318.1|IPF6085.2|Contig4-2999_0010|Contig4-2999_0011|orf6.5904|CA3596|CaO19.12390|CaO19.4924|IPF6085	ORF|Uncharacterized	CAL0000180039		2014-06-24	2016-01-21	NA	NA		N	
C1_12950W_B		ORF	CAL0000192917		2014-06-24	2016-01-21	NA	NA		N	
C1_12960C_A	CAWG_00148|orf19.4927|C1_12960C_B|C1_12960C|orf19.12393|IPF22291.1|IPF6091.1|Contig4-2999_0009|orf6.5907|CA3597|CaO19.4927|CaO19.12393	ORF|Verified	CAL0000188644		2014-06-24	2016-01-21	NA	NA		N	BNI1
C1_12960C_B		ORF	CAL0000176247		2014-06-24	2016-01-21	NA	NA		N	
C1_12970C_A	CAWG_00147|orf19.4928|C1_12970C_B|C1_12970C|orf19.12394|IPF6094.2|IPF28177.1|Contig4-2999_0005|orf6.5908|CA3598|CaO19.4928	ORF|Verified	CAL0000197956		2014-06-24	2016-01-21	NA	NA		N	SEC2
C1_12970C_B		ORF	CAL0000198095		2014-06-24	2016-01-21	NA	NA		N	
C1_12980W_A	snR41b|C1_12980W_B|C1_12980W	snoRNA|Uncharacterized	CAL0000181068		2014-06-24	2016-01-21	NA	NA		N	
C1_12980W_B		snoRNA	CAL0000190361		2014-06-24	2016-01-21	NA	NA		N	
C1_12990W_A	snR41|C1_12990W_B|C1_12990W	snoRNA|Uncharacterized	CAL0000188964		2014-06-24	2016-01-21	NA	NA		N	
C1_12990W_B		snoRNA	CAL0000183508		2014-06-24	2016-01-21	NA	NA		N	
C1_13000W_A	snR70|C1_13000W_B|C1_13000W	snoRNA|Uncharacterized	CAL0000188988		2014-06-24	2016-01-21	NA	NA		N	
C1_13000W_B		snoRNA	CAL0000177029		2014-06-24	2016-01-21	NA	NA		N	
C1_13010W_A	CAWG_00146|orf19.4929|C1_13010W_B|C1_13010W|orf19.12395|IPF22332.1|IPF19785.1|Contig4-2999_0001|Contig4-2999_0002|orf6.5909|CA3599|CaO19.4929|CaO19.12395|IPF19785	ORF|Uncharacterized	CAL0000201653		2014-06-24	2016-01-21	NA	NA		N	PET309
C1_13010W_B		ORF	CAL0000179024		2014-06-24	2016-01-21	NA	NA		N	
C1_13020C_A	CAWG_00145|orf19.4930|C1_13020C_B|C1_13020C|orf19.12396|orf6.5910|IPF22286.1|IPF15621.2|Contig4-2611_0002|CA3600|CaO19.12396|CaO19.4930	ORF|Verified	CAL0000195857		2014-06-24	2016-01-21	NA	NA		N	SPC3
C1_13020C_B		ORF	CAL0000183077		2014-06-24	2016-01-21	NA	NA		N	
C1_13030C_A	CAWG_00144|orf19.4931|C1_13030C_B|C1_13030C|orf19.12397|IPF22211.1|IPF15618.2|Contig4-2611_0003|Contig4-2611_0004|orf6.5911|YNL247WA|CA3601|CaO19.12397|CaO19.4931|IPF15618	ORF|Uncharacterized	CAL0000188986		2014-06-24	2016-01-21	NA	NA		N	YNL247W
C1_13030C_B		ORF	CAL0000180430		2014-06-24	2016-01-21	NA	NA		N	
C1_13040C_A	snR87|C1_13040C_B|C1_13040C	snoRNA|Uncharacterized	CAL0000189617		2014-06-24	2016-01-21	NA	NA		N	
C1_13040C_B		snoRNA	CAL0000182089		2014-06-24	2016-01-21	NA	NA		N	
C1_13050W_A	CAWG_00143|orf19.4931.1|C1_13050W_B|C1_13050W|IPF22199.1|IPF12937.2|Contig4-2611_0007|CA3602|RPL14B|RPL14B.3	ORF|Verified	CAL0000179395		2014-06-24	2016-01-21	NA	NA		N	RPL14B
C1_13050W_B		ORF	CAL0000182278		2014-06-24	2016-01-21	NA	NA		N	
C1_13060C_A	CAWG_00142|orf19.4932|C1_13060C_B|C1_13060C|orf19.12398|IPF22213.1|IPF12940.2|Contig4-2611_0010|orf6.5912|CA3603|MEF1|CaO19.12398|CaO19.4932	ORF|Uncharacterized	CAL0000175777		2014-06-24	2016-01-21	NA	NA		N	MEF1
C1_13060C_B		ORF	CAL0000198867		2014-06-24	2016-01-21	NA	NA		N	
C1_13070C_A	CAWG_00141|orf19.4933|C1_13070C_B|C1_13070C|orf19.12399|IPF22268.1|IPF12942.2|Contig4-2611_0011|orf6.5913|CA3604|CaO19.12399|ODE2|CaO19.4933|IPF12942	ORF|Verified	CAL0000200872		2014-06-24	2016-01-21	NA	NA		N	
C1_13070C_B		ORF	CAL0000185141		2014-06-24	2016-01-21	NA	NA		N	
C1_13080W_A	CAWG_00140|orf19.4934|C1_13080W_B|C1_13080W|orf19.12400|IPF17845.2|IPF15453.1|Contig4-2962_0020|orf6.5914|orf6.6056|OPS4|CA3713|CaO19.4934	ORF|Verified	CAL0000186990		2014-06-24	2016-01-21	NA	NA		N	
C1_13080W_B		ORF	CAL0000190141		2014-06-24	2016-01-21	NA	NA		N	
C1_13090W_A	orf19.4936|C1_13090W_B|C1_13090W|orf19.12402|IPF22293.1|IPF7891.2|Contig4-2962_0015|orf6.6054|CA3712|CaO19.4936|CaO19.12402|IPF7891	ORF|Dubious	CAL0000198921		2014-06-24	2016-01-21	NA	NA		N	
C1_13090W_B		ORF	CAL0000194523		2014-06-24	2016-01-21	NA	NA		N	
C1_13100W_A	orf19.4936.1|C1_13100W_B|C1_13100W	ORF|Uncharacterized	CAL0000183039		2014-06-24	2016-01-21	NA	NA		N	
C1_13100W_B		ORF	CAL0000180043		2014-06-24	2016-01-21	NA	NA		N	
